Quotazioni Immobiliari : Informazioni di Zona OMI - Semestre 2024/2 - elaborazione del 23-MAG-26
Area_territoriale;Regione;Prov;Comune_ISTAT;Comune_cat;Sez;Comune_amm;Comune_descrizione;Fascia;Zona_Descr;Zona;LinkZona;Cod_tip_prev;Descr_tip_prev;Stato_prev;Microzona;
NORD-EST;VENETO;BL;5025060;D2CK; ;L040;TAMBRE;E;'FRAZIONE DI BORSOI';E3;BL00002281;20;Abitazioni civili;N;0;
NORD-EST;VENETO;BL;5025060;D2CK; ;L040;TAMBRE;R;'RURALE';R1;BL00002073;0;Non presente; ;0;
NORD-EST;VENETO;BL;5025062;D2CM; ;L584;VALLADA AGORDINA;B;'CENTRALE';B1;BL00001147;20;Abitazioni civili;N;1;
NORD-EST;VENETO;BL;5025062;D2CM; ;L584;VALLADA AGORDINA;E;'NUCLEI FRAZIONALI';E1;BL00001149;20;Abitazioni civili;N;1;
NORD-EST;VENETO;BL;5025062;D2CM; ;L584;VALLADA AGORDINA;R;'RURALE';R1;BL00002072;0;Non presente; ;0;
NORD-EST;VENETO;BL;5025063;D2CN; ;L590;VALLE DI CADORE;B;'CENTRALE';B1;BL00001163;20;Abitazioni civili;N;1;
NORD-EST;VENETO;BL;5025063;D2CN; ;L590;VALLE DI CADORE;E;'NUCLEI FRAZIONALI';E1;BL00001165;20;Abitazioni civili;N;1;
NORD-EST;VENETO;BL;5025063;D2CN; ;L590;VALLE DI CADORE;R;'RURALE';R1;BL00002166;0;Non presente; ;0;
NORD-EST;VENETO;BL;5025065;D2CQ; ;L890;VIGO DI CADORE;B;'CENTRALE';B1;BL00001199;20;Abitazioni civili;N;1;
NORD-EST;VENETO;BL;5025065;D2CQ; ;L890;VIGO DI CADORE;E;'NUCLEI FRAZIONALI';E1;BL00001201;20;Abitazioni civili;N;1;
NORD-EST;VENETO;BL;5025065;D2CQ; ;L890;VIGO DI CADORE;R;'RURALE';R1;BL00002157;0;Non presente; ;0;
NORD-EST;VENETO;BL;5025066;D2CR; ;M108;VODO DI CADORE;B;'CENTRALE';B1;BL00001218;20;Abitazioni civili;N;1;
NORD-EST;VENETO;BL;5025066;D2CR; ;M108;VODO DI CADORE;E;'FRAZIONE DI PEAIO E VINIGO';E1;BL00002156;20;Abitazioni civili;N;0;
NORD-EST;VENETO;BL;5025066;D2CR; ;M108;VODO DI CADORE;R;'RURALE';R1;BL00002155;0;Non presente; ;0;
NORD-EST;VENETO;BL;5025067;D2CS; ;M124;VOLTAGO AGORDINO;B;'CENTRALE';B1;BL00001235;20;Abitazioni civili;N;1;
NORD-EST;VENETO;BL;5025067;D2CS; ;M124;VOLTAGO AGORDINO;E;'FRAZIONE';E1;BL00002008;20;Abitazioni civili;N;1;
NORD-EST;VENETO;BL;5025067;D2CS; ;M124;VOLTAGO AGORDINO;R;'RURALE';R1;BL00002063;0;Non presente; ;0;
NORD-EST;VENETO;BL;5025069;D2CT; ;M189;ZOPPE` DI CADORE;B;'CENTRALE';B1;BL00001251;20;Abitazioni civili;N;1;
NORD-EST;VENETO;BL;5025069;D2CT; ;M189;ZOPPE` DI CADORE;R;'RURALE';R1;BL00002060;0;Non presente; ;0;
NORD-EST;VENETO;BL;5025071;D2CU; ;M342;LONGARONE;B;'CENTRALE';B1;BL00002320;20;Abitazioni civili;N;0;
NORD-EST;VENETO;BL;5025071;D2CU; ;M342;LONGARONE;B;'CENTRALE-CASTELLAVAZZO';B2;BL00002325;20;Abitazioni civili;N;0;
NORD-EST;VENETO;BL;5025071;D2CU; ;M342;LONGARONE;E;'NUCLEO FRAZIONALE DI IGNE';E1;BL00002321;20;Abitazioni civili;N;0;
NORD-EST;VENETO;BL;5025071;D2CU; ;M342;LONGARONE;E;'INDUSTRIALE-VILLANOVA-FAE`';E2;BL00002322;8;Capannoni industriali;N;0;
NORD-EST;VENETO;BL;5025071;D2CU; ;M342;LONGARONE;E;'NUCLEI FRAZIONALI DI FORTOGNA,PROVAGNA';E3;BL00002323;20;Abitazioni civili;N;0;
NORD-EST;VENETO;BL;5025071;D2CU; ;M342;LONGARONE;E;'FRAZIONE DI CODISSAGO';E4;BL00002326;20;Abitazioni civili;N;0;
NORD-EST;VENETO;BL;5025071;D2CU; ;M342;LONGARONE;E;'FRAZIONE DI OLANTREGHE';E5;BL00002328;20;Abitazioni civili;N;0;
NORD-EST;VENETO;BL;5025071;D2CU; ;M342;LONGARONE;E;'FRAZIONE DI PODENZOI';E6;BL00002329;20;Abitazioni civili;N;0;
NORD-EST;VENETO;BL;5025071;D2CU; ;M342;LONGARONE;R;'RURALE';R1;BL00002324;0;Non presente; ;0;
NORD-EST;VENETO;BL;5025071;D2CU; ;M342;LONGARONE;R;'RURALE-CASTELLAVAZZO';R2;BL00002327;0;Non presente; ;0;
NORD-EST;VENETO;BL;5025073;D2CZ; ;M374;VAL DI ZOLDO;B;'CENTRALE - FORNO DI ZOLDO';B1;BL00002382;20;Abitazioni civili;N;0;
NORD-EST;VENETO;BL;5025073;D2CZ; ;M374;VAL DI ZOLDO;B;'CENTRALE - ZOLDO ALTO';B2;BL00002381;20;Abitazioni civili;N;0;
NORD-EST;VENETO;BL;5025073;D2CZ; ;M374;VAL DI ZOLDO;D;'PERIFERICA - FORNO DI ZOLDO';D1;BL00002403;20;Abitazioni civili;N;0;
NORD-EST;VENETO;BL;5025073;D2CZ; ;M374;VAL DI ZOLDO;E;'NUCLEI FRAZIONALI - ZOLDO ALTO';E1;BL00002404;20;Abitazioni civili;N;0;
NORD-EST;VENETO;BL;5025073;D2CZ; ;M374;VAL DI ZOLDO;E;'FRAZIONE DI DONT - FORNO DI ZOLDO';E2;BL00002405;20;Abitazioni civili;N;0;
NORD-EST;VENETO;BL;5025073;D2CZ; ;M374;VAL DI ZOLDO;E;'FRAZIONE DI PRALONGO - FORNO DI ZOLDO';E3;BL00002400;20;Abitazioni civili;N;0;
NORD-EST;VENETO;BL;5025073;D2CZ; ;M374;VAL DI ZOLDO;R;'RURALE - ZOLDO ALTO';R1;BL00002401;0;Non presente; ;0;
NORD-EST;VENETO;BL;5025073;D2CZ; ;M374;VAL DI ZOLDO;R;'RURALE - FORNO DI ZOLDO';R2;BL00002402;0;Non presente; ;0;
NORD-EST;VENETO;BL;5025074;D2DA; ;M421;BORGO VALBELLUNA;B;'CENTRALE - MEL';B1;BL00002520;20;Abitazioni civili;N;0;
NORD-EST;VENETO;BL;5025074;D2DA; ;M421;BORGO VALBELLUNA;B;'CENTRALE - LENTIAI';B2;BL00002580;20;Abitazioni civili;N;0;
NORD-EST;VENETO;BL;5025074;D2DA; ;M421;BORGO VALBELLUNA;B;'CENTRALE - TRICHIANA';B3;BL00002600;20;Abitazioni civili;N;0;
NORD-EST;VENETO;BL;5025074;D2DA; ;M421;BORGO VALBELLUNA;D;'PERIFERICA - MEL';D1;BL00002521;20;Abitazioni civili;N;0;
NORD-EST;VENETO;BL;5025074;D2DA; ;M421;BORGO VALBELLUNA;D;'FRAZIONI DI VILLAPIANA, CESANA, RONCHENA - LENTIAI';D2;BL00002581;20;Abitazioni civili;N;0;
NORD-EST;VENETO;BL;5025074;D2DA; ;M421;BORGO VALBELLUNA;D;'PERIFERICA - TRICHIANA';D3;BL00002601;20;Abitazioni civili;N;0;
NORD-EST;VENETO;BL;5025074;D2DA; ;M421;BORGO VALBELLUNA;E;'NUCLEO FRAZIONALE - MEL';E1;BL00002540;20;Abitazioni civili;N;0;
NORD-EST;VENETO;BL;5025074;D2DA; ;M421;BORGO VALBELLUNA;E;'NUCLEO FRAZIONALE - MEL';E2;BL00002541;20;Abitazioni civili;N;0;
NORD-EST;VENETO;BL;5025074;D2DA; ;M421;BORGO VALBELLUNA;E;'NUCLEO FRAZIONALE - MEL';E3;BL00002542;20;Abitazioni civili;N;0;
NORD-EST;VENETO;BL;5025074;D2DA; ;M421;BORGO VALBELLUNA;R;'RURALE';R1;BL00002560;0;Non presente; ;0;
NORD-EST;VENETO;BL;5025075;D2DB; ;M437;SETTEVILLE;B;'CENTRALE QUERO';B1;BL00011385;20;Abitazioni civili;N;0;
NORD-EST;VENETO;BL;5025075;D2DB; ;M437;SETTEVILLE;B;'ALANO DI PIAVE CENTRALE';B2;BL00011386;20;Abitazioni civili;N;0;
NORD-EST;VENETO;BL;5025075;D2DB; ;M437;SETTEVILLE;B;'CENTRALE VAS';B3;BL00011391;20;Abitazioni civili;N;0;
NORD-EST;VENETO;BL;5025075;D2DB; ;M437;SETTEVILLE;D;'PERIFERIA EST ALANO DI PIAVE';D1;BL00011387;20;Abitazioni civili;N;0;
NORD-EST;VENETO;BL;5025075;D2DB; ;M437;SETTEVILLE;R;'RURALE ALANO DI PIAVE';R1;BL00011388;0;Non presente;0;;
NORD-EST;VENETO;BL;5025075;D2DB; ;M437;SETTEVILLE;R;'RURALE D- PIAVE QUERO -VAS';R2;BL00011389;0;Non presente;0;0;
NORD-EST;VENETO;BL;5025075;D2DB; ;M437;SETTEVILLE;R;'RURALE S-PIAVE QUERO-VAS';R3;BL00011390;0;Non presente;0;0;
